Name,State,YEAR,Region_type,FAH,FAFH,Total nominal food sales,FAH.1,FAFH.1,Total constant dollar food sales,NUMBER_OF_EVENTS,DAMAGE_PROPERTY,DAMAGE_CROPS,diversity,tons,FAH_diff,FAH_percent_change,FAFH_diff,FAFH_percent_change,Total nominal food sales_diff,Total nominal food sales_percent_change,Total constant dollar food sales_diff,Total constant dollar food sales_percent_change,NUMBER_OF_EVENTS_diff,NUMBER_OF_EVENTS_percent_change,DAMAGE_PROPERTY_diff,DAMAGE_PROPERTY_percent_change,DAMAGE_CROPS_diff,DAMAGE_CROPS_percent_change,diversity_diff,diversity_percent_change,tons_diff,tons_percent_change
Dixon,ILLINOIS,2014,CSA,26971.34,27210.76,54182.11,"13,133.35","13,311.34",26444.69,1712,256002000.0,897000.0,0.7115332252389761,3830.6436078681504,-866.6100000000006,-3.1130525056622393,1341.489999999998,5.18565077406512,474.8899999999994,0.8842200359653773,-397.40999999999985,-1.480547349126926,-135.0,-7.309149972929074,-1306380000.0,-83.61463457720328,277000.0,44.67741935483871,-0.004107643235389591,-0.5739810869307194,611.2929628984839,18.988082700890253
Dixon,ILLINOIS,2015,CSA,26493.35,29662.21,56155.56,"12,751.80","14,107.16",26858.96,1810,72346500.0,1266000.0,0.7093329800241025,3905.25169791098,-477.9900000000016,-1.772214506212899,2451.4500000000007,9.009119921678055,1973.449999999997,3.6422538730957355,414.27000000000044,1.5665526803301466,98.0,5.724299065420557,-183655500.0,-71.73986921977172,369000.0,41.137123745819395,-0.0022002452148736085,-0.3092259274518949,74.60809004282964,1.9476646141025622
Dothan,ALABAMA,2013,CSA,10204.54,7899.0,18103.54,"5,087.67","3,958.14",9045.82,935,8394450.0,6000.0,0.6920179276734245,982.5111213788848,371.9400000000005,3.78272277932592,398.77999999999975,5.316910703952682,770.7200000000012,4.44659322603016,260.6999999999989,2.967517802830222,-788.0,-45.7341845618108,949400.0,12.752097030913156,1000.0,19.999999999999996,0.0012085546344995368,0.17494763123768742,19.847439343328006,2.061721005342232
Dothan,ALABAMA,2014,CSA,10592.28,8547.42,19139.7,"5,157.77","4,181.35",9339.12,890,38215160.0,0.0,0.7005864400184658,994.3673937246452,387.7399999999998,3.7996813183151845,648.4200000000001,8.208887200911509,1036.1599999999999,5.723521477014981,293.3000000000011,3.2423815640815423,-45.0,-4.8128342245989275,29820710.0,355.24316661603797,-6000.0,-100.0,0.008568512345041301,1.2381922494188569,11.85627234576043,1.2067316173603126
Dothan,ALABAMA,2015,CSA,10961.59,9236.09,20197.68,"5,276.04","4,392.62",9668.67,892,14794500.0,0.0,0.6933824045803116,1006.4949892151524,369.3099999999995,3.4865958981446843,688.6700000000001,8.057051133558435,1057.9799999999996,5.527672847536791,329.5499999999993,3.5287050600056435,2.0,0.22471910112360494,-23420660.0,-61.28630627217052,0.0,,-0.007204035438154177,-1.0282864507003997,12.127595490507133,1.2196292403635844
Douglas,ARIZONA,2013,MSA,15357.06,12486.71,27843.77,"7,656.56","6,257.02",13913.58,561,154201200.0,16005000.0,0.4075669712348581,131.8068253573081,147.5599999999995,0.9701831092409297,1109.449999999999,9.751469158655057,1257.010000000002,4.727954816607971,439.21999999999935,3.2596724445539405,63.0,12.650602409638555,132502200.0,610.6373565602102,16005000.0,inf,-0.0024949172278975196,-0.6084245569005442,-24.914425968777238,-15.897286269708577
Douglas,ARIZONA,2014,MSA,15747.32,13795.29,29542.61,"7,667.95","6,748.57",14416.53,570,28046500.0,0.0,0.4050448437195283,165.43086224480965,390.2600000000002,2.541241617861756,1308.5800000000017,10.479782104333335,1698.8400000000001,6.101328950785034,502.9500000000007,3.6148137287455917,9.0,1.6042780748663166,-126154700.0,-81.81174984371069,-16005000.0,-100.0,-0.002522127515329764,-0.6188252958006291,33.624036887501546,25.51008780945292
Douglas,ARIZONA,2015,MSA,15927.39,15263.14,31190.54,"7,666.19","7,259.05",14925.24,518,10740500.0,50000.0,0.4036133048494238,164.53045043287298,180.0699999999997,1.1434961631566543,1467.8499999999985,10.640225758211663,1647.9300000000003,5.578146277529306,508.7099999999991,3.5286577283160314,-52.0,-9.122807017543854,-17306000.0,-61.704669031786494,50000.0,inf,-0.0014315388701044984,-0.35342725436489086,-0.9004118119366638,-0.5442828500792141
DuBois,PENNSYLVANIA,2013,CSA,25825.58,22435.27,48260.85,"12,875.85","11,242.19",24118.04,1803,24947250.0,15000.0,0.6811007382435963,235.8318455356252,58.37000000000262,0.22652821163022807,1013.7799999999988,4.7325372791528375,1072.1500000000015,2.272048181026398,191.76000000000204,0.8014618235680615,118.0,7.002967359050438,-17824000.0,-41.672852675570624,13500.0,900.0,-0.013954153079642984,-2.0076332465018942,-15.466872284914245,-6.154775646710475
DuBois,PENNSYLVANIA,2014,CSA,27048.07,23908.91,50956.98,"13,170.71","11,696.09",24866.8,1676,18892750.0,2000.0,0.6978736772371217,271.5297126108999,1222.489999999998,4.73364005764827,1473.6399999999994,6.568407690212763,2696.1300000000047,5.586577940504589,748.7599999999984,3.1045640524685947,-127.0,-7.043815862451474,-6054500.0,-24.26920802894107,-13000.0,-86.66666666666667,0.016772938993525388,2.4626223481682086,35.69786707527467,15.137000261435052
DuBois,PENNSYLVANIA,2015,CSA,27623.41,26025.95,53649.37,"13,295.73","12,377.78",25673.5,1470,20544350.0,0.0,0.692387506112517,275.49543973681534,575.3400000000001,2.1271018597630142,2117.040000000001,8.854606922691177,2692.3899999999994,5.283652995134336,806.7000000000007,3.244084482120746,-206.0,-12.29116945107399,1651600.0,8.741977742784934,-2000.0,-100.0,-0.0054861711246047,-0.7861266735728512,3.965727125915464,1.4605131378746528
Dubuque,IOWA,2013,MSA,6780.81,5072.15,11852.96,"3,380.70","2,541.63",5922.33,2170,112032700.0,968070000.0,0.4175869681635082,2258.075628905494,196.86000000000058,2.9899984052126793,289.3299999999999,6.049360001003601,486.1999999999989,4.277384232622117,162.27999999999975,2.8173366550637624,188.0,9.485368314833508,90676900.0,424.6008110208936,-1806878000.0,-65.11394087384701,-0.032675973840262384,-7.257087091122139,30.291984009717453,1.359736349583196
Dubuque,IOWA,2014,MSA,7020.8,5532.02,12552.82,"3,418.69","2,706.23",6124.92,2571,74117300.0,14003800.0,0.5205424924060695,2444.287180924064,239.98999999999978,3.539252685151184,459.8700000000008,9.066569403507408,699.8600000000006,5.904516677690652,202.59000000000015,3.420782023291502,401.0,18.47926267281106,-37915400.0,-33.843154721791045,-954066200.0,-98.55343105353953,0.10295552424256132,24.65487002512219,186.21155201857027,8.24647100543876
Dubuque,IOWA,2015,MSA,7100.15,5976.74,13076.9,"3,417.45","2,842.50",6259.95,2102,42875500.0,10831000.0,0.4291582372726373,2486.2249819112926,79.34999999999945,1.130213081130349,444.71999999999935,8.039016489455907,524.0799999999999,4.17499812791069,135.02999999999975,2.2046002233498507,-469.0,-18.241929210423958,-31241800.0,-42.15183229826235,-3172800.0,-22.65670746511661,-0.09138425513343224,-17.55558027761245,41.93780098722846,1.7157476958731932
Duluth,WISCONSIN,2013,MSA,11685.78,9394.4,21080.18,"5,826.18","4,707.48",10533.66,1272,47620600.0,289000.0,0.4847636357459585,312.1713545672857,442.78000000000065,3.938272703015211,547.9799999999996,6.194370151993689,990.7700000000004,4.931802377471506,350.03000000000065,3.4371830084164445,-186.0,-12.757201646090532,14930200.0,45.67151212588405,53000.0,22.457627118644076,0.004615514360840511,0.9612688575195927,16.020387446590973,5.409534063774291
Duluth,WISCONSIN,2014,MSA,12254.83,10092.1,22346.93,"5,967.33","4,937.00",10904.33,1285,51074500.0,3511000.0,0.4952195139126468,312.7058183840566,569.0499999999993,4.869593642871939,697.7000000000007,7.426764881205838,1266.75,6.009199162435985,370.6700000000001,3.5189098565930665,13.0,1.0220125786163603,3453900.0,7.252953553714159,3222000.0,1114.878892733564,0.010455878166688304,2.156902332535471,0.5344638167709377,0.17120847539384698
Duluth,WISCONSIN,2015,MSA,13065.07,10990.32,24055.39,"6,288.49","5,226.93",11515.42,824,8732600.0,6000.0,0.4899366232676929,315.49797916714016,810.2399999999998,6.611597223298893,898.2199999999993,8.900228891905538,1708.4599999999991,7.645166472531129,611.0900000000001,5.604104057745873,-461.0,-35.87548638132295,-42341900.0,-82.90223105463588,-3505000.0,-99.82910851609228,-0.005282890644953908,-1.0667775595542772,2.7921607830835455,0.89290336761636
Durham,NORTH CAROLINA,2013,CSA,21042.8,18380.44,39423.23,"10,491.30","9,210.33",19701.64,1237,48276450.0,38000.0,0.6982076353478426,1967.0888,507.22999999999956,2.4700069197007846,941.4799999999996,5.39871643721872,1448.6900000000023,3.814898086981433,445.5099999999984,2.3136009156564663,-678.0,-35.40469973890339,1219800.0,2.592194726993946,37500.0,7500.0,-0.008399662975383415,-1.1887314205946908,-7.273300000000063,-0.368387338877707
Durham,NORTH CAROLINA,2014,CSA,21645.61,20065.2,41710.81,"10,540.05","9,815.77",20355.83,1557,54504200.0,116000.0,0.7178246710639402,2058.5542,602.8100000000013,2.86468530803885,1684.760000000002,9.166048255645688,2287.5799999999945,5.802619420072874,654.1900000000023,3.3204849951577797,320.0,25.869037995149547,6227750.0,12.900182179924169,78000.0,205.26315789473685,0.01961703571609763,2.8096277844805506,91.46540000000005,4.649785002080242
Durham,NORTH CAROLINA,2015,CSA,21859.01,21809.88,43668.88,"10,521.20","10,372.64",20893.84,1384,25624350.0,7000.0,0.7123193691040337,2074.8563,213.39999999999782,0.9858812017771612,1744.6800000000003,8.695054123557199,1958.0699999999997,4.694394570616112,538.0099999999984,2.6430265923816254,-173.0,-11.111111111111116,-28879850.0,-52.986467097948406,-109000.0,-93.96551724137932,-0.005505301959906506,-0.7669424278419767,16.302099999999882,0.7919198824106743
East Hartford,CONNECTICUT,2013,MSA,9393.26,7123.69,16516.96,"4,683.20","3,569.64",8252.84,203,5757500.0,0.0,0.3215877400268664,527.5197,382.0,4.239140808277653,386.21000000000004,5.732261913950021,768.2099999999991,4.877910945313113,271.27999999999975,3.39883431309167,-50.0,-19.762845849802368,-1263000.0,-17.99017164019656,0.0,,0.0007316690292522021,0.2280365233474635,-44.51560000000006,-7.7819673016682795
East Hartford,CONNECTICUT,2014,MSA,9614.49,7525.77,17140.26,"4,681.65","3,681.56",8363.21,170,514000.0,0.0,0.3224322262370127,529.5278,221.22999999999956,2.355199366354177,402.08000000000084,5.6442658229092,623.2999999999993,3.7736968546270067,110.36999999999898,1.3373578065247749,-33.0,-16.256157635467982,-5243500.0,-91.07251411202779,0.0,,0.0008444862101462669,0.26259900644090006,2.008100000000013,0.38066824802940324
East Hartford,CONNECTICUT,2015,MSA,9707.44,8161.99,17869.43,"4,672.40","3,881.79",8554.18,170,1501000.0,0.0,0.3245991701963341,541.2479999999999,92.95000000000073,0.9667699482760028,636.2199999999993,8.453885781787097,729.1700000000019,4.254136168296174,190.97000000000116,2.283453363002974,0.0,0.0,987000.0,192.02334630350194,0.0,,0.0021669439593214324,0.6720618421461877,11.720199999999977,2.2133304427076395
East Lansing,MICHIGAN,2013,CSA,19056.58,16959.79,36016.37,"9,501.04","8,498.45",17999.49,1216,197171500.0,5000.0,0.6054253908350304,3170.306785905643,606.6200000000026,3.2879204074155233,847.0600000000013,5.257085546645435,1453.6700000000055,4.205892479464879,471.34000000000015,2.689045906156662,224.0,22.580645161290324,152898280.0,345.35161436191004,-152795000.0,-99.9967277486911,-0.0026157039859131537,-0.4301853950650192,-247.85020897703316,-7.2509896224219546
East Lansing,MICHIGAN,2014,CSA,20308.14,17810.19,38118.33,"9,888.78","8,712.64",18601.42,1214,1880374000.0,0.0,0.6042058469193021,3665.805243207971,1251.5599999999977,6.567600272451801,850.3999999999978,5.014213029760373,2101.959999999999,5.836123962520379,601.9299999999967,3.3441503064808975,-2.0,-0.164473684210531,1683202500.0,853.674339344175,-5000.0,-100.0,-0.001219543915728316,-0.20143587206448155,495.498457302328,15.629353585122585
East Lansing,MICHIGAN,2015,CSA,20858.57,19286.72,40145.29,"10,039.67","9,172.64",19212.31,878,79924000.0,0.0,0.6061445625126006,3724.081815033424,550.4300000000003,2.7103910057740377,1476.5300000000025,8.290366357686253,2026.9599999999991,5.317546702596876,610.890000000003,3.2841041167825047,-336.0,-27.67710049423394,-1800450000.0,-95.74956896872644,0.0,,0.0019387155932985012,0.32087004837566546,58.27657182545272,1.5897345319538791
Eau Claire,WISCONSIN,2013,CSA,11685.78,9394.4,21080.18,"5,826.18","4,707.48",10533.66,1272,47620600.0,289000.0,0.594816902826372,1440.9382794378737,442.78000000000065,3.938272703015211,547.9799999999996,6.194370151993689,990.7700000000004,4.931802377471506,350.03000000000065,3.4371830084164445,-186.0,-12.757201646090532,14930200.0,45.67151212588405,53000.0,22.457627118644076,0.012582627399783775,2.1610935547490495,-116.1248864872091,-7.457943198997774
Eau Claire,WISCONSIN,2014,CSA,12254.83,10092.1,22346.93,"5,967.33","4,937.00",10904.33,1285,51074500.0,3511000.0,0.5779432741866639,1672.4673474178228,569.0499999999993,4.869593642871939,697.7000000000007,7.426764881205838,1266.75,6.009199162435985,370.6700000000001,3.5189098565930665,13.0,1.0220125786163603,3453900.0,7.252953553714159,3222000.0,1114.878892733564,-0.016873628639708094,-2.8367769240467466,231.5290679799491,16.067937904340447
Eau Claire,WISCONSIN,2015,CSA,13065.07,10990.32,24055.39,"6,288.49","5,226.93",11515.42,824,8732600.0,6000.0,0.5768961644499284,1689.54635472645,810.2399999999998,6.611597223298893,898.2199999999993,8.900228891905538,1708.4599999999991,7.645166472531129,611.0900000000001,5.604104057745873,-461.0,-35.87548638132295,-42341900.0,-82.90223105463588,-3505000.0,-99.82910851609228,-0.0010471097367354965,-0.18117863525777267,17.079007308627297,1.021186293113363
Edinburg,TEXAS,2013,CSA,57944.13,51265.36,109209.48,"28,889.19","25,688.78",54577.97,5269,1410698000.0,2247948100.0,0.6939905056997703,1040.6261445691716,1660.0299999999988,2.949376466888509,4001.6500000000015,8.466643858469848,5661.669999999998,5.467686858852927,2073.4500000000044,3.949088573707571,455.0,9.451599501454089,-825234710.0,-36.90785086282852,965820600.0,75.3295284595331,-0.006445370530703154,-0.9201942318246337,-46.0172965726922,-4.234811054888111
Edinburg,TEXAS,2014,CSA,61201.71,57007.11,118208.81,"29,801.38","27,887.53",57688.91,4708,1026154650.0,124285400.0,0.698221567758083,1174.2502037268573,3257.5800000000017,5.621932713460365,5741.75,11.200057894843617,8999.330000000002,8.240429310715513,3110.9400000000023,5.699992139685661,-561.0,-10.647181628392488,-384543350.0,-27.259083801068694,-2123662700.0,-94.47116239027049,0.004231062058312696,0.6096714614339582,133.62405915768568,12.84073630621756
Edinburg,TEXAS,2015,CSA,62350.08,62135.25,124485.33,"30,010.40","29,551.13",59561.52,5278,2142740070.0,455955500.0,0.6951824504228705,1178.9893962195658,1148.3700000000026,1.8763691406661787,5128.139999999999,8.995614757527616,6276.520000000004,5.309688846372795,1872.6099999999933,3.246048503949872,570.0,12.107051826677996,1116585420.0,108.81258687469769,331670100.0,266.86167482262596,-0.003039117335212449,-0.4352654623618557,4.739192492708526,0.4035930739179072
Edwards,COLORADO,2013,CSA,14532.21,12299.13,26831.34,"7,245.32","6,163.03",13408.34,1542,1003891750.0,7730000.0,0.2812265466356329,0.0916042682829191,372.96999999999935,2.634110305355364,977.2599999999984,8.631612975595004,1350.2299999999996,5.298944983165965,490.6900000000005,3.7986011387520113,216.0,16.289592760181005,-158791000.0,-13.657293874876874,7485000.0,3055.1020408163263,-0.007847482168347908,-2.7146963706204286,-0.015006116503810313,-14.075661141106998
Edwards,COLORADO,2014,CSA,15652.64,13585.14,29237.77,"7,621.85","6,645.77",14267.62,1458,215290800.0,10482000.0,0.2821168415130545,0.1166890718491088,1120.4300000000003,7.709976665627605,1286.0100000000002,10.456105431847629,2406.4300000000003,8.968728360193712,859.2800000000007,6.408548709236195,-84.0,-5.447470817120625,-788600950.0,-78.55438098779076,2752000.0,35.60155239327296,0.0008902948774215935,0.3165756889142779,0.02508480356618971,27.383880725639862
Edwards,COLORADO,2015,CSA,15824.29,15377.45,31201.75,"7,616.56","7,313.42",14929.98,1292,8715100.0,1820000.0,0.2782484515499951,0.1182840837626312,171.65000000000146,1.0966201228674644,1792.3100000000013,13.193165473451153,1963.9799999999996,6.717270161164812,662.3599999999988,4.6424000639209595,-166.0,-11.385459533607678,-206575700.0,-95.95194035230489,-8662000.0,-82.6369013547033,-0.003868389963059382,-1.3712013583848326,0.001595011913522404,1.3668905650264573
El Centro,CALIFORNIA,2013,MSA,78238.02,78758.8,156996.83,"39,007.11","39,465.59",78472.7,739,87660500.0,440355000.0,0.4265837066787865,1564.4639631488703,4239.0,5.728454241691305,5464.970000000001,7.456248363607143,9703.98999999999,6.588229271701174,3734.149999999994,4.99628371168559,-150.0,-16.872890888638924,66975600.0,323.78981769309985,423979950.0,2589.1826284499894,-0.0034975548283583957,-0.8132311591771857,-119.6344628869349,-7.103769057521303
El Centro,CALIFORNIA,2014,MSA,84185.05,85053.14,169238.19,"40,992.82","41,607.48",82600.3,1141,126831500.0,1501245700.0,0.42862560326854,1742.7011527976138,5947.029999999999,7.601202075410396,6294.3399999999965,7.991919633107658,12241.360000000015,7.797202019938876,4127.600000000006,5.259918417487874,402.0,54.39783491204331,39171000.0,44.684892283297486,1060890700.0,240.9171463932509,0.0020418965897535113,0.4786625831658897,178.23718964874342,11.392860036865082
El Centro,CALIFORNIA,2015,MSA,86767.08,95228.44,181995.52,"41,762.81","45,290.04",87052.84,1143,108526400.0,200000.0,0.4382021540246439,1750.7949196662569,2582.029999999999,3.0670885151223404,10175.300000000003,11.96346190158295,12757.329999999987,7.538091727405027,4452.539999999994,5.390464683542295,2.0,0.17528483786153348,-18305100.0,-14.432613349207413,-1501045700.0,-99.98667773036752,0.009576550756103919,2.234246084012881,8.093766868643115,0.46443802803768364
El Paso,NEW MEXICO,2013,CSA,4012.37,3509.84,7522.2,"2,000.44","1,758.76",3759.2,1387,20613300.0,4500.0,0.5168393291231228,216.8318412112957,34.88999999999987,0.8771885716584382,227.71000000000004,6.937872661960376,262.59000000000015,3.617136457743597,78.44999999999982,2.1313590980099217,229.0,19.7754749568221,-14218710.0,-40.820813958195345,-4998010.0,-99.91004515733101,-0.007822316553998565,-1.4909259364486616,5.919855761183982,2.806789641921159
El Paso,NEW MEXICO,2014,CSA,4028.11,3984.94,8013.05,"1,961.43","1,949.41",3910.84,1238,6051600.0,50000.0,0.5164480842305325,223.4836376505116,15.740000000000236,0.3922868529073975,475.0999999999999,13.536229571718362,490.85000000000036,6.525351625854148,151.64000000000033,4.033836986592898,-149.0,-10.742609949531367,-14561700.0,-70.6422552429742,45500.0,1011.1111111111111,-0.0003912448925903478,-0.07569952024628623,6.6517964392159,3.067721235984866
El Paso,NEW MEXICO,2015,CSA,4016.79,4465.78,8482.57,"1,933.37","2,123.90",4057.26,814,410924700.0,5000.0,0.5235866266651452,234.9027183899301,-11.320000000000164,-0.28102509613689985,480.8399999999997,12.066430109361747,469.5199999999995,5.8594417855872605,146.42000000000007,3.743952705812559,-424.0,-34.24878836833602,404873100.0,6690.348007138608,-45000.0,-90.0,0.00713854243461276,1.3822381479541512,11.41908073941849,5.109582455103889
Elizabethtown,INDIANA,2013,CSA,13474.31,11605.5,25079.82,"6,717.89","5,815.45",12533.34,1182,6276600.0,226750.0,0.6341774576289065,2878.410734599485,309.6299999999992,2.351975133463169,626.4699999999993,5.706059642791761,936.1100000000006,3.8772417329399733,291.4899999999998,2.3810943607379675,-414.0,-25.93984962406015,-66772250.0,-91.40766760873032,211750.0,1411.6666666666667,-0.005428179317213622,-0.8486759658859699,-166.22525998411902,-5.459610287726779
Elizabethtown,INDIANA,2014,CSA,14324.59,12432.72,26757.31,"6,975.18","6,082.01",13057.19,1209,75312850.0,136500.0,0.6413443081262888,3175.991787147196,850.2800000000007,6.310378787485238,827.2199999999993,7.127827323251901,1677.4900000000016,6.688604623159189,523.8500000000004,4.179652032099979,27.0,2.284263959390853,69036250.0,1099.898830577064,-90250.0,-39.801543550165384,0.007166850497382304,1.1301017422123527,297.58105254771135,10.33838044621933
Elizabethtown,INDIANA,2015,CSA,14439.58,13518.5,27958.08,"6,950.07","6,429.31",13379.38,1315,4195600.0,1152750.0,0.6373165462724922,3206.8260861505955,114.98999999999978,0.8027454887015839,1085.7800000000007,8.733245822314029,1200.7700000000004,4.487633472871533,322.1899999999987,2.4675293841936785,106.0,8.767576509511986,-71117250.0,-94.42910472781205,1016250.0,744.5054945054945,-0.0040277618537966076,-0.62801864813673,30.834299003399337,0.970855753726485
Elkhart,MICHIGAN,2013,CSA,19056.58,16959.79,36016.37,"9,501.04","8,498.45",17999.49,1216,197171500.0,5000.0,0.5353407044356441,3826.457015975172,606.6200000000026,3.2879204074155233,847.0600000000013,5.257085546645435,1453.6700000000055,4.205892479464879,471.34000000000015,2.689045906156662,224.0,22.580645161290324,152898280.0,345.35161436191004,-152795000.0,-99.9967277486911,0.016877781840958228,3.25534982453366,-233.6542428251978,-5.754872906961539
Elkhart,MICHIGAN,2014,CSA,20308.14,17810.19,38118.33,"9,888.78","8,712.64",18601.42,1214,1880374000.0,0.0,0.5068827199854748,4324.097112635129,1251.5599999999977,6.567600272451801,850.3999999999978,5.014213029760373,2101.959999999999,5.836123962520379,601.9299999999967,3.3441503064808975,-2.0,-0.164473684210531,1683202500.0,853.674339344175,-5000.0,-100.0,-0.028457984450169227,-5.315864124356029,497.6400966599567,13.005244657978565
Elkhart,MICHIGAN,2015,CSA,20858.57,19286.72,40145.29,"10,039.67","9,172.64",19212.31,878,79924000.0,0.0,0.5078026598000336,4407.834837788098,550.4300000000003,2.7103910057740377,1476.5300000000025,8.290366357686253,2026.9599999999991,5.317546702596876,610.890000000003,3.2841041167825047,-336.0,-27.67710049423394,-1800450000.0,-95.74956896872644,0.0,,0.0009199398145587345,0.18148967764872737,83.73772515296969,1.9365366450324606
Elmira,NEW YORK,2013,CSA,39851.43,41942.96,81794.38,"19,868.71","21,017.38",40886.09,1759,65748000.0,159000.0,0.4186777045749489,424.14767707248967,944.75,2.4282462548847583,2317.6100000000006,5.848806382782734,3262.350000000006,4.1541648675069265,1033.0099999999948,2.5920455834279155,156.0,9.731752963194019,28806250.0,77.97749159149201,-2844000.0,-94.7052947052947,-0.006930966736928501,-1.6284834412712446,-41.39004912993073,-8.890804504194772
Elmira,NEW YORK,2014,CSA,41189.13,44451.83,85640.96,"20,056.52","21,745.57",41802.08,1782,93322500.0,125000.0,0.4037653011683821,494.6819029178748,1337.699999999997,3.3567176886751593,2508.8700000000026,5.981623614546994,3846.5800000000017,4.70274363593195,915.9900000000052,2.2403462889212467,23.0,1.307561114269462,27574500.0,41.93967877349883,-34000.0,-21.383647798742132,-0.014912403406566799,-3.5617858901051846,70.53422584538515,16.629638604228504
Elmira,NEW YORK,2015,CSA,41848.34,48065.68,89914.02,"20,142.48","22,859.73",43002.21,1272,32502250.0,5000.0,0.4167205085275208,495.9069008336157,659.2099999999991,1.6004465255760492,3613.8499999999985,8.129811528569242,4273.059999999998,4.989505021896057,1200.1299999999974,2.8709815396745775,-510.0,-28.619528619528623,-60820250.0,-65.17211819229017,-120000.0,-96.0,0.012955207359138687,3.208598490670189,1.2249979157408575,0.24763346071792203
Enterprise,ALABAMA,2013,CSA,10204.54,7899.0,18103.54,"5,087.67","3,958.14",9045.82,935,8394450.0,6000.0,0.6920179276734245,982.5111213788848,371.9400000000005,3.78272277932592,398.77999999999975,5.316910703952682,770.7200000000012,4.44659322603016,260.6999999999989,2.967517802830222,-788.0,-45.7341845618108,949400.0,12.752097030913156,1000.0,19.999999999999996,0.0012085546344995368,0.17494763123768742,19.847439343328006,2.061721005342232
Enterprise,ALABAMA,2014,CSA,10592.28,8547.42,19139.7,"5,157.77","4,181.35",9339.12,890,38215160.0,0.0,0.7005864400184658,994.3673937246452,387.7399999999998,3.7996813183151845,648.4200000000001,8.208887200911509,1036.1599999999999,5.723521477014981,293.3000000000011,3.2423815640815423,-45.0,-4.8128342245989275,29820710.0,355.24316661603797,-6000.0,-100.0,0.008568512345041301,1.2381922494188569,11.85627234576043,1.2067316173603126
Enterprise,ALABAMA,2015,CSA,10961.59,9236.09,20197.68,"5,276.04","4,392.62",9668.67,892,14794500.0,0.0,0.6933824045803116,1006.4949892151524,369.3099999999995,3.4865958981446843,688.6700000000001,8.057051133558435,1057.9799999999996,5.527672847536791,329.5499999999993,3.5287050600056435,2.0,0.22471910112360494,-23420660.0,-61.28630627217052,0.0,,-0.007204035438154177,-1.0282864507003997,12.127595490507133,1.2196292403635844
Erie,PENNSYLVANIA,2013,CSA,25825.58,22435.27,48260.85,"12,875.85","11,242.19",24118.04,1803,24947250.0,15000.0,0.6358451735718141,581.8513167469746,58.37000000000262,0.22652821163022807,1013.7799999999988,4.7325372791528375,1072.1500000000015,2.272048181026398,191.76000000000204,0.8014618235680615,118.0,7.002967359050438,-17824000.0,-41.672852675570624,13500.0,900.0,-0.016727021230425687,-2.563244551891264,-31.525841080354894,-5.139715536852396
Erie,PENNSYLVANIA,2014,CSA,27048.07,23908.91,50956.98,"13,170.71","11,696.09",24866.8,1676,18892750.0,2000.0,0.6537137192313995,663.4247144919065,1222.489999999998,4.73364005764827,1473.6399999999994,6.568407690212763,2696.1300000000047,5.586577940504589,748.7599999999984,3.1045640524685947,-127.0,-7.043815862451474,-6054500.0,-24.26920802894107,-13000.0,-86.66666666666667,0.0178685456595854,2.8102038675877905,81.57339774493187,14.019629310283932
Erie,PENNSYLVANIA,2015,CSA,27623.41,26025.95,53649.37,"13,295.73","12,377.78",25673.5,1470,20544350.0,0.0,0.6531566334987303,673.4585416189395,575.3400000000001,2.1271018597630142,2117.040000000001,8.854606922691177,2692.3899999999994,5.283652995134336,806.7000000000007,3.244084482120746,-206.0,-12.29116945107399,1651600.0,8.741977742784934,-2000.0,-100.0,-0.0005570857326692158,-0.08521860812775728,10.033827127033078,1.5124289023084714
Eugene,OREGON,2013,MSA,8786.57,7516.15,16302.72,"4,380.72","3,766.30",8147.02,290,8926000.0,100000.0,0.3099489000177881,308.35880728868847,136.07999999999993,1.5730900792902958,574.4399999999996,8.275194440562906,710.5199999999986,4.55689383153115,242.4300000000003,3.0669522391420623,-213.0,-42.34592445328032,-21805600.0,-70.95497793801819,67000.0,203.03030303030303,0.0016994171280922954,0.5513122397355019,-28.05649595003996,-8.339839383029013
Eugene,OREGON,2014,MSA,9087.28,8069.57,17156.85,"4,424.93","3,947.58",8372.52,399,3358000.0,0.0,0.3126518535864148,327.3895877961595,300.71000000000095,3.422382112701561,553.4200000000001,7.363078171670345,854.1299999999992,5.239187080438112,225.5,2.767883226013934,109.0,37.58620689655172,-5568000.0,-62.37956531481066,-100000.0,-100.0,0.002702953568626709,0.8720642559052694,19.030780507471036,6.1716351398564795
Eugene,OREGON,2015,MSA,8995.72,8956.45,17952.17,"4,329.83","4,259.63",8589.46,381,23718000.0,0.0,0.3085423476529582,327.740317164919,-91.56000000000131,-1.0075622188377764,886.880000000001,10.990424520761334,795.3199999999997,4.63558287214727,216.9399999999987,2.591095631900542,-18.0,-4.511278195488721,20360000.0,606.3132817153067,0.0,,-0.004109505933456603,-1.3144031888238206,0.35072936875951655,0.10712905414018703
Evansville,KENTUCKY,2013,MSA,10299.36,7951.66,18251.02,"5,134.95","3,984.53",9119.48,1478,15895500.0,200000.0,0.4323807479186816,1292.1879602811612,16.80000000000109,0.1633834375875276,449.25,5.9880758316327665,466.0499999999993,2.6204711056583063,106.86999999999898,1.185783030664811,-836.0,-36.12791702679343,-149179100.0,-90.37071723935723,193000.0,2757.1428571428573,-0.004404031203287528,-1.008284036852336,-69.66045258802251,-5.115139976648342
