ID,State_FIPS,Name,Region_type,State,diversity_2012,diversity_2013,diversity_2014,diversity_2015
3608,36,Auburn,CSA,New York,0.5177767134724616,0.5147913291601273,0.515041391576325,0.513280626437677
3609,36,Utica,MSA,New York,0.5343578728842762,0.5332088994271921,0.5299612258686596,0.5303560495677906
3609,36,Rome,MSA,New York,0.5343578728842762,0.5332088994271921,0.5299612258686596,0.5303560495677906
3610,36,Watertown,MSA,New York,0.5279670381454119,0.5219138319599272,0.5230772839191646,0.5207466645180363
3610,36,Fort Drum,MSA,New York,0.5279670381454119,0.5219138319599272,0.5230772839191646,0.5207466645180363
3699,36,Remainder of New York,New,New York,0.615817945331209,0.6095890235382089,0.6068701821932228,0.6095609932453979
3701,37,Asheville,CSA,North Carolina,0.630360960916304,0.6204692395085373,0.6238825805533489,0.6243417898829495
3701,37,Brevard,CSA,North Carolina,0.630360960916304,0.6204692395085373,0.6238825805533489,0.6243417898829495
3703,37,Fayetteville,CSA,North Carolina,0.6452347376535508,0.6381331079184875,0.641927235309073,0.6430849161709089
3703,37,Lumberton,CSA,North Carolina,0.6452347376535508,0.6381331079184875,0.641927235309073,0.6430849161709089
3703,37,Laurinburg,CSA,North Carolina,0.6452347376535508,0.6381331079184875,0.641927235309073,0.6430849161709089
3704,37,Goldsboro,MSA,North Carolina,0.6177531843071886,0.6079249815220741,0.6144340589014361,0.6155434059980582
3705,37,Greensboro,CSA,North Carolina,0.6876322526389294,0.676168977289467,0.6840807320922792,0.6885638030055856
3705,37,,CSA,North Carolina,0.6876322526389294,0.676168977289467,0.6840807320922792,0.6885638030055856
3705,37,Winston,CSA,North Carolina,0.6876322526389294,0.676168977289467,0.6840807320922792,0.6885638030055856
3705,37,Salem,CSA,North Carolina,0.6876322526389294,0.676168977289467,0.6840807320922792,0.6885638030055856
3705,37,,CSA,North Carolina,0.6876322526389294,0.676168977289467,0.6840807320922792,0.6885638030055856
3705,37,High Point,CSA,North Carolina,0.6876322526389294,0.676168977289467,0.6840807320922792,0.6885638030055856
3706,37,Greenville,CSA,North Carolina,0.7199515882098431,0.7143848850405269,0.7180670545649019,0.718060466898135
3706,37,Washington,CSA,North Carolina,0.7199515882098431,0.7143848850405269,0.7180670545649019,0.718060466898135
3707,37,Hickory,CSA,North Carolina,0.6374459598166387,0.6308716899237058,0.6348975249841234,0.6359295832249209
3707,37,Lenoir,CSA,North Carolina,0.6374459598166387,0.6308716899237058,0.6348975249841234,0.6359295832249209
3708,37,Jacksonville,MSA,North Carolina,0.6312018093327029,0.6254065556073389,0.6318350102768345,0.6311784556114907
3709,37,Myrtle Beach,CSA,North Carolina,0.6450115770163585,0.6397680812681044,0.6470867793217333,0.6487187228924223
3709,37,Conway,CSA,North Carolina,0.6450115770163585,0.6397680812681044,0.6470867793217333,0.6487187228924223
3710,37,New Bern,CSA,North Carolina,0.5855284397977503,0.5765287063013919,0.5855039651652585,0.5867819298014841
3710,37,Morehead City,CSA,North Carolina,0.5855284397977503,0.5765287063013919,0.5855039651652585,0.5867819298014841
3711,37,Raleigh,CSA,North Carolina,0.706607298323226,0.6982076353478426,0.7178246710639402,0.7123193691040337
3711,37,Durham,CSA,North Carolina,0.706607298323226,0.6982076353478426,0.7178246710639402,0.7123193691040337
3711,37,Chapel Hill,CSA,North Carolina,0.706607298323226,0.6982076353478426,0.7178246710639402,0.7123193691040337
3712,37,Rocky Mount,CSA,North Carolina,0.7380654209047082,0.7339564823080229,0.7374254357597325,0.7374370925806919
3712,37,Wilson,CSA,North Carolina,0.7380654209047082,0.7339564823080229,0.7374254357597325,0.7374370925806919
3712,37,Roanoke Rapids,CSA,North Carolina,0.7380654209047082,0.7339564823080229,0.7374254357597325,0.7374370925806919
3713,37,Virginia Beach,CSA,North Carolina,0.6281305967025992,0.6242494451552032,0.6338549746927106,0.6297809543616106
3713,37,Norfolk,CSA,North Carolina,0.6281305967025992,0.6242494451552032,0.6338549746927106,0.6297809543616106
3714,37,Wilmington,MSA,North Carolina,0.7002893437423933,0.6936511224715346,0.6962727830937564,0.6980202311061912
